date_de_classement;date_de_publication_de_l_etablissement;dept;classement;nom_commercial;adresse;code_postal;commune;telephone;courriel;site_internet;capacite_d_accueil_personnes;nombre_de_chambres;lat;lng;wgs84
2011-06-22;2011-06-23;77;3 étoiles;IBIS MARNE LA VALLEE EMERAINVILLE;46 BOULEVARD DE BEAUBOURG;77184;ÉMERAINVILLE;01 60 17 88 39;H1732@accor.com;http://www.ibishotel.com;575;80;48.8152092;2.6211141;48.8152092, 2.6211141
2011-01-09;2011-06-09;77;1 étoile;HOTEL PREMIERE CLASSE;270 AVENUE DE L'EUROPE;77240;VERT SAINT DENIS;01 64 09 50 24;manager.melun.vertstdenis@premiereclasse.fr;http://premiereclasse.fr;185;69;48.5667692;2.6321151;48.5667692, 2.6321151
2011-05-07;2011-05-07;77;3 étoiles;LE GRAND MONARQUE;870 avenue du Général Leclerc;77000;LA ROCHETTE;01 64 39 04 40;legrandmonarquemelun@gmail.com;http://www.legrandmonarque.fr;477;50;48.5176837;2.654819;48.5176837, 2.654819
2011-10-18;2011-11-23;77;2 étoiles;ETAP HOTEL;33 AVENUE Saint-GERMAIN DES NOYERS;77400;SAINT-THIBAULT-DES-VIGNES;01 64 02 02 44;h8318@accor.com;http://www.etaphotel.com;202;77;48.8620814;2.6738726;48.8620814, 2.6738726
2011-07-09;2011-08-09;77;1 étoile;HOTEL F1  NEMOURS;6 PLACE DES MOINES;77140;NEMOURS;08 91 70 52 40;H2275-RE@accor.com;http://www.hotelf1.com;168;62;48.2653367;2.717112;48.2653367, 2.717112
2010-11-26;2010-11-26;77;3 étoiles;AUBERGE DU CHEVAL BLANC;2, rue de LAGNY;77600;JOSSIGNY;01 64 02 24 27;reception@chevalblanchotel.com;http://www.chevalblanchotel.com;70;26;48.8380675;2.7531021;48.8380675, 2.7531021
2011-10-02;2011-10-02;77;5 étoiles;DISNEYLAND HOTEL;rue de la Marnière;77700;CHESSY;01 60 45 65 00;tomas.feier@disney.com;http://idf-hotels.disneylandparis.fr/hotels/disneyland-hotel;1650;496;48.8723449;2.7851499;48.8723449, 2.7851499
2010-06-04;2010-04-15;77;3 étoiles;KYRIAD;10 Avenue De la fosse des pressoirs;77700;MAGNY LE HONGRE;01 60 43 61 61;valdefrance@kyriad.fr;http://disneylandparis.kyriad.fr;;300;48.8708797;2.8094202;48.8708797, 2.8094202
2012-02-15;2012-02-27;77;1 étoile;PREMIERE CLASSE FONTENAY TRESIGNY;114 rue berteaux;77610;FONTENAY TRESIGNY;01 64 42 61 82;fontenaytresigny@premiereclasse.fr;http://www.premiereclasse.fr;206;70;48.711798;2.8561997;48.711798, 2.8561997
2012-07-23;2012-07-23;77;3 étoiles;CAMPANILE NANTEUIL-LÈS-MEAUX;23 avenue de la Foulée;77100;NANTEUIL-LÈS-MEAUX;01 60 23 99 77;manager.meaux.nanteuil@campanile.fr;http://www.campanile.com;116;48;48.9351411;2.8802877;48.9351411, 2.8802877
2012-12-07;2012-12-07;77;3 étoiles;HÔTEL ACOSTEL;336 avenue de la victoire;77100;MEAUX;01 64 33 28 58;reservation@acostel.fr;www.acostel.fr;288;40;48.957598;2.9430964;48.957598, 2.9430964
2012-05-24;2012-05-25;77;4 étoiles;CHATEAU DES BONDONS;47-49 RUE DES BONDONS;77260;LA FERTE SOUS JOUARRE;01 60 22 00 98;castel@chateaudesbondons.com;http://www.chateaudesbondons.com;100;14;48.9483429;3.1484491;48.9483429, 3.1484491
2011-09-09;2011-03-10;77;3 étoiles;HOTEL IBIS;77 AV CH DE GAULLE;77160;PROVINS;01 60 67 66 67;h0856@accor.com;http://www.ibishotel.com;259;51;48.5593741;3.282359;48.5593741, 3.282359
2011-05-13;2011-05-18;75;3 étoiles;HÔTEL DAUPHINE SAINT GERMAIN;36 rue dauphine;75006;PARIS;01 43 26 74 34;hotel@dauphine-st-germain.com;http://www.dauphine-st-germain.com;61;30;48.8544384;2.3390286;48.8544384, 2.3390286
2011-08-22;2011-08-24;75;4 étoiles;HOTEL D'AUBUSSON;33 rue dauphine;75006;PARIS;01 43 29 43 43;andreas.spove@hoteldaubusson.com;http://www.hoteldaubusson.com;129;49;48.8546485;2.3392974;48.8546485, 2.3392974
2012-03-30;2012-02-04;75;2 étoiles;SAS HOTEL DES ECOLES;19 rue Monsieur le Prince;75006;PARIS;01 46 33 31 69;magalie@villa-des-princes.com;http://www.villa-des-princes.com;17;11;48.8510391;2.3394906;48.8510391, 2.3394906
2012-10-16;2012-10-16;75;3 étoiles;TIMHOTEL LE LOUVRE;4 rue croix des petits champs;75001;PARIS;01 42 60 34 86;louvre@timhotel.fr;www.timhotel.com;99;56;48.8625456;2.3395343;48.8625456, 2.3395343
2012-07-05;2012-07-05;75;3 étoiles;HOTEL CLOS MEDICIS;56 rue Monsieur Le Prince;75006;PARIS;01 43 29 10 80;message@hotelclosmedicisparis.com;http://www.hotelclosmedicisparis.com;76;38;48.8482889;2.3407471;48.8482889, 2.3407471
2012-08-08;2012-08-08;75;4 étoiles;BEST WESTERN TRIANON RIVE GAUCHE;1 bis rue de Vaugirard;75006;PARIS;01 43 29 88 10;trianon.rg@wanadoo.fr;http://www.hoteltrianonrivegauche.com;230;110;48.8488102;2.3410265;48.8488102, 2.3410265
2012-07-08;2012-07-08;75;2 étoiles;HÔTEL DU BRÉSIL;10 Rue le Goff;75005;PARIS;01 43 54 76 11;hoteldubresil@wanadoo.fr;http://bresil-paris-hotel.com/fr/;49;29;48.8463441;2.3413462;48.8463441, 2.3413462
2010-02-04;2010-04-16;75;4 étoiles;HOTEL JULES;49-51 rue La Fayette;75009;PARIS;01 42 85 05 44;info@hoteljules.com;http://www.hoteljules.com;;101;48.8753793;2.3415927;48.8753793, 2.3415927
2012-05-31;2012-07-20;75;2 étoiles;HÔTEL GAY LUSSAC;29 rue gay lussac;75005;PARIS;01 43 54 23 96;hotel.gay-lussac@club-internet.fr;http://www.paris-hotel-gay-lussac.com;85;35;48.8443171;2.3420688;48.8443171, 2.3420688
2012-07-23;2012-07-23;75;3 étoiles;HÔTEL RONCERAY OPÉRA;10 BOULEVARD MONTMARTRE;75009;PARIS;01 42 47 13 45;dir.ronceray@guichard.fr;http://www.hotelroncerayopera.fr;233;130;48.8718295;2.3421555;48.8718295, 2.3421555
2012-12-07;2012-12-07;75;2 étoiles;HÔTEL VILLA FENELON;23 rue Buffault;75009;PARIS;01 48 78 32 18;villa.fenelon@wanadoo.fr;http://www.villa-fenelon.net;71;38;48.8761246;2.3421821;48.8761246, 2.3421821
2012-05-06;2012-07-13;75;3 étoiles;NEWHOTEL LAFAYETTE;25 rue Buffault;75009;PARIS;01 49 95 09 49;slbeaumet@new-hotel.com;http://www.new-hotel.com/;96;50;48.8762171;2.3422398;48.8762171, 2.3422398
2011-06-30;2011-07-26;75;3 étoiles;HÔTEL IBIS PARIS GRANDS BOULEVARDS OPÉRA 9ÈME;38 rue du faubourg montmartre;75009;PARIS;01 45 23 01 27;odile.simon@accor.com;http://www.ibishotel.com;222;104;48.8741008;2.3422616;48.8741008, 2.3422616
2010-12-29;2011-06-01;75;4 étoiles;HOLIDAY INN PARIS NOTRE DAME;4 rue Danton;75006;PARIS;01 81 69 00 60;olivier.sitahar@hotels-res.com;http://www.holidayinn.com/notredame;323;107;48.852817;2.3422783;48.852817, 2.3422783
2012-11-27;2012-11-27;75;4 étoiles;RÉSIDENCE NELL;60 rue Richer;75009;PARIS;01 53 24 98 98;r.nell@charmandmore.com;http://www.residencenell.com;56;17;48.8740968;2.3426343;48.8740968, 2.3426343
2012-10-07;2012-10-07;75;4 étoiles;SELECT HÔTEL;1 PLACE DE LA SORBONNE;75005;PARIS;01 46 34 14 80;info@selecthotel.fr;http://www.selecthotel.fr;127;66;48.8483526;2.342692;48.8483526, 2.342692
2012-09-14;2012-09-14;75;4 étoiles;RELAIS HÔTEL DU VIEUX PARIS;9 rue Git le Coeur;75006;PARIS;01 44 32 15 90;contact@vieuxparis.com;www.vieuxparis.com;38;19;48.8539509;2.3428771;48.8539509, 2.3428771
2011-11-14;2011-11-24;75;3 étoiles;HOTEL PALM PARIS;30 RUE DE MAUBEUGE;75009;PARIS;01 42 85 07 61;hotel.palm@astotel.com;http://www.astotel.com;68;38;48.8775597;2.3434319;48.8775597, 2.3434319
2011-10-10;2011-11-10;75;4 étoiles;HOTEL OPERA CADET;24 rue cadet;75009;PARIS;01 53 34 50 50;aaf@operacadet.com;http://operacadet.com;214;85;48.8755125;2.3434637;48.8755125, 2.3434637
2012-01-08;2012-01-08;75;3 étoiles;HOLIDAY INN PARIS OPÉRA GRANDS BOULEVARDS;30-32 boulevard poissonnière;75009;PARIS;01 47 70 25 55;direction@hiopera.com;http://www.holidayinn.com/grands-blvds;236;116;48.8716072;2.3435161;48.8716072, 2.3435161
2012-07-16;2012-07-16;93;4 étoiles;COURTYARD BY MARRIOTT PARIS SAINT-DENIS;34 boulevard de la Libération;93200;SAINT-DENIS;01 58 34 91 10;cy.parsd.gm@courtyard.com;http://www.courtyardsaintdenis.com;300;150;48.9219081;2.3436079;48.9219081, 2.3436079
2011-08-25;2011-08-26;75;3 étoiles;HÔTEL AXEL OPERA;15 rue Montyon;75009;PARIS;01 47 70 92 70;axelopera@my-paris-hotel.com;http://www.hotel-paris-axel.com;80;40;48.8730721;2.3436409;48.8730721, 2.3436409
2012-08-21;2012-08-21;75;3 étoiles;HÔTEL ILIADE-MONTMARTRE;51 rue Letort;75018;PARIS;01 42 57 64 40;contact@hotel-iliade.com;www.hotel-iliade-paris.com;87;49;48.8965985;2.343652;48.8965985, 2.343652
2012-07-16;2012-07-16;75;3 étoiles;HÔTEL LODGE DU CENTRE;6 RUE GEOFFROY MARIE;75009;PARIS;01 45 23 32 51;hlc@hotels-emeraude.com;www.hotels-emeraude.com;96;50;48.8733811;2.3438612;48.8733811, 2.3438612
2012-07-16;2012-07-16;75;3 étoiles;HÔTEL LEBRON;4 RUE LAMARTINE;75009;PARIS;01 48 78 75 52;hotel.lebron@wanadoo.fr;http://www.hotel-lebron.com/;84;41;48.8766092;2.3439729;48.8766092, 2.3439729
2011-01-20;2011-01-27;75;4 étoiles;BEST WESTERN DUCS DE BOURGOGNE;19 rue du Pont Neuf;75001;PARIS;01 42 33 95 64;bourgogne@bookinnfrance.com;http://www.paris-hotel-bourgogne.com;58;50;48.8603227;2.3441443;48.8603227, 2.3441443
2012-10-07;2012-10-07;75;3 étoiles;HÔTEL CORONA OPÉRA;8 cité bergère;75009;PARIS;01 47 70 52 96;hotelcoronaopera@orange.fr;http://www.regetel.com;135;59;48.8718748;2.3443322;48.8718748, 2.3443322
2012-10-02;2012-10-02;75;4 étoiles;BEST WESTERN PREMIER LE CARRÉ FOLIES OPÉRA;13, rue Geoffroy Marie;75009;PARIS;01 45 23 02 30;franck.burri@carre-restauration.com;http://www.hotel-lecarre.com;62;31;48.8738139;2.3443997;48.8738139, 2.3443997
2013-12-03;2013-12-03;75;3 étoiles;PAVILLON OPÉRA GRANDS BOULEVARDS;11 Rue Geoffroy Marie;75009;PARIS;01 55 73 00 00;booking@leshotelsdeparis.com;http://www.leshotelsdeparis.com/fr/nos-hotels/fiche/16/pavillon-opera-grands-boulevards.html;54;31;48.873876;2.3445189;48.873876, 2.3445189
2010-08-27;2010-02-09;75;3 étoiles;HOTEL ASTON;12 CITE BERGERE;75009;PARIS;06 09 13 21 05;jmjhuard@orange.fr;http://aston-hotel-paris.com;66;33;48.8718485;2.3447491;48.8718485, 2.3447491
2012-06-03;2012-03-21;75;3 étoiles;HOTEL GAT FOLIES;14 RUE GEOFFROY MARIE;75009;PARIS;01 44 83 67 15;g.barbera@gatrooms.com;http://www.gatrooms.com;70;38;48.8738701;2.3447914;48.8738701, 2.3447914
2012-09-14;2012-09-14;75;2 étoiles;HÔTEL DU MONT BLANC;28 rue de la Huchette;75005;PARIS;01 43 54 22 29;monblanc@club-internet.fr;http://montblancparis.com;76;42;48.8532011;2.3449765;48.8532011, 2.3449765
2011-01-31;2011-02-24;75;3 étoiles;HOTEL DES GRANDS HOMMES;17, place du Pantheon;75005;PARIS;01 46 34 19 60;mjhery@hprg.eu;http://www.hoteldesgrandshommes.com;66;31;48.8456757;2.345076;48.8456757, 2.345076
2011-12-19;2011-12-23;75;3 étoiles;HOTEL DE L'OCEAN;7 RUE MAYRAN;75009;PARIS;01 42 80 00 00;sales.belmont@free.fr;http://www.paris-hotel-ocean.com;105;52;48.8772281;2.3452502;48.8772281, 2.3452502
2012-07-25;2012-07-25;75;3 étoiles;HÔTEL PAX OPÉRA;47 rue de Trévise;75009;PARIS;01 47 70 84 75;robertpaxpeyris@free.fr;http://hotelpaxopera.com;99;48;48.8757192;2.3454748;48.8757192, 2.3454748
2012-07-16;2012-07-16;75;3 étoiles;HÔTEL HAVANE;44 RUE DE TRéVISE;75009;PARIS;01 47 70 79 12;hotelhavane@free.fr;www.hotelhavane.com;99;54;48.8757985;2.3457056;48.8757985, 2.3457056
2012-10-09;2012-10-09;75;4 étoiles;LES RIVES DE NOTRE-DAME;15 quai Saint-Michel;75005;PARIS;01 43 54 81 16;hotel@rivesdenotredame.com;www.rivesdenotredame.com;19;10;48.8533226;2.3458989;48.8533226, 2.3458989
2012-07-20;2012-07-20;92;4 étoiles;HILTON PARIS LA DÉFENSE;2 place de la Défense - CNIT;92053;PARIS;01 46 92 10 10;aurelie.richou@hilton.com;http://www.hilton.com;1500;153;48.8913243;2.3459202;48.8913243, 2.3459202
2011-02-14;2011-11-03;75;3 étoiles;HÔTEL ASCOT-OPERA;2 Rue Monsigny;75002;PARIS;01 42 96 87 66;hotel.ascot.opera@wanadoo.fr;http://www.ascotparishotel.com;72;36;48.8682297;2.3352362;48.8682297, 2.3352362
2012-01-03;2012-01-03;75;3 étoiles;HOTEL TOURAINE OPERA;73 RUE TAITBOUT;75009;PARIS;01 48 74 50 49;hoteltouraineopera@orange.fr;http://www.paris-hotel-touraine-opera.com;73;39;48.876399;2.3353784;48.876399, 2.3353784
2011-06-20;2011-06-21;75;3 étoiles;HOTEL ILE DE FRANCE OPERA;25 avenue saint augustin;75002;PARIS;01 47 42 40 61;hoteliledefrance@wanadoo.fr;http://www.ledefrance-paris-hotel.com;34;19;48.8688162;2.3356269;48.8688162, 2.3356269
2012-03-05;2012-11-05;75;2 étoiles;HOTEL MONTPENSIER;12 rue de Richelieu;75001;PARIS;01 42 96 28 50;hotel-montpensier@wanadoo.fr;http://www.montpensierparis.com;95;40;48.8644339;2.3362163;48.8644339, 2.3362163
2012-08-13;2012-08-13;75;3 étoiles;HÔTEL MOLIÈRE;21 RUE MOLIèRE;75001;PARIS;01 42 96 22 01;info@hotel-moliere.fr;www.hotel-moliere.fr;72;32;48.8654893;2.3363229;48.8654893, 2.3363229
2013-12-03;2013-12-03;75;4 étoiles;VILLA ROYALE;2 Rue Duperré;75009;PARIS;01 55 73 00 00;booking@leshotelsdeparis.com;http://www.leshotelsdeparis.com/fr/nos-hotels/fiche/3/villa-royale.html;62;31;48.8821536;2.3367682;48.8821536, 2.3367682
2012-07-19;2012-07-19;75;3 étoiles;HÔTEL DE SEINE;52 RUE DE SEINE;75006;PARIS;01 46 34 22 80;hotel-de-seine@wanadoo.fr;www.hoteldeseine.com;68;30;48.8543725;2.3367822;48.8543725, 2.3367822
2012-04-24;2012-04-27;75;3 étoiles;HOTEL LUMIERES;110 RUE DAMREMONT;75018;PARIS;01 42 64 25 75;direction@hotel-lumieres.com;http://www.hotel-lumieres.com;51;36;48.8940722;2.336797;48.8940722, 2.336797
2012-06-26;2012-06-26;75;3 étoiles;HÔTEL CHÂTEAUDUN OPERA;30 rue de Châteaudun;75009;PARIS;06 17 59 49 74;jugurta.timsiline@gmail.com;http://www.chateaudun-paris-hotel.com;47;26;48.8762395;2.3368262;48.8762395, 2.3368262
2011-03-24;2011-03-29;75;4 étoiles;HOTEL ODEON ST GERMAIN;13 rue ST SULPICE;75006;PARIS;01 43 25 70 11;triadou@hotelosg.com;http://www.paris-hotel-odeon.com;64;27;48.8514683;2.3375633;48.8514683, 2.3375633
2010-10-19;2010-03-11;75;2 étoiles;HOTEL FRANCE ALBION;11 rue Notre Dame de Lorette;75009;PARIS;01 45 26 00 81;infos@albion-paris-hotel.com;http://www.albion-paris-hotel.com;58;34;48.8775327;2.3382987;48.8775327, 2.3382987
2012-12-07;2012-12-07;75;3 étoiles;HÔTEL ARVOR;8 rue Laferrière;75009;PARIS;01 48 78 60 92;nflammarion@hotelarvor.com;http://hotelarvor.com/;63;30;48.878642;2.3384706;48.878642, 2.3384706
2012-11-26;2012-11-26;78;4 étoiles;LE DOMAINE DE LA CORNICHE;5 route de la Corniche;78270;ROLLEBOISE;01 30 93 20 00;contact@domainedelacorniche.com;www.domainedelacorniche.com;79;34;49.0237392;1.6098022;49.0237392, 1.6098022
2011-10-05;2011-05-19;78;3 étoiles;HOTEL DU FORT;20, rue  du Fort;78250;MEULAN EN YVELINES;01 30 04 18 80;contact@hoteldufort.fr;http://www.hoteldufort.fr;34;17;49.0024802;1.9100507;49.0024802, 1.9100507
2012-04-07;2012-04-07;78;1 étoile;F1 MAUREPAS;24 rue Claude Bernard;78310;MAUREPAS;08 91 70 53 05;h2338-re@accor.com;-;207;73;48.7618985;1.9247586;48.7618985, 1.9247586
2012-08-31;2012-08-31;78;1 étoile;PREMIÈRE CLASSE SAINT QUENTIN EN YVELINES-ÉLANCOURT;65 bis avenue Georges Politzer;78190;TRAPPES;01 30 66 76 97;manager.trappes@premiereclasse.fr;http://www.premiereclasse.fr;194;71;48.7616351;1.9738264;48.7616351, 1.9738264
2012-02-08;2012-02-08;95;3 étoiles;CAMPANILE CERGY SAINT-CHRISTOPHE;parc d'activités de cergy, 12 rue du petit albi;95800;CERGY;01 34 24 02 44;manager.cergystchristophe@campanile.fr;http://www.campanile-cergy.fr/fr/index.aspx;96;46;49.0546716;2.03249;49.0546716, 2.03249
2011-01-09;2011-09-28;95;2 étoiles;ETAP HOTEL;1 ALLEE DU PROMENOIR;95802;CERGY ST CHRISTOPHE;08 92 68 09 20;h4981-re@accor.com;http://www.etaphotel.com;499;66;49.05583;2.037704;49.05583, 2.037704
2011-07-20;2011-12-08;78;4 étoiles;MERCURE SAINT QUENTIN CENTRE;9 PLACE ETIENNE FRANCOIS CHOISEUL - AVENUE DU CENTRE;78180;MONTIGNY-LE-BRETONNEUX;01 39 30 18 01;H1983-GM@accor.com;http://www.mercure.com;478;74;48.7855747;2.0464204;48.7855747, 2.0464204
2012-12-07;2012-12-07;78;3 étoiles;HÔTEL CAMPANILE;7-9 rue des tilleuls;78960;VOISINS-LE-BRETONNEUX;01 30 57 35 35;manager.voisinslebretonneux@campanile.fr;http://www.campanile.fr;106;53;48.75829;2.0561129;48.75829, 2.0561129
2012-05-07;2012-05-07;78;2 étoiles;FASTHOTEL ACHÈRES;1 avenue des droits de l'Homme;78260;ACHÈRES;01 39 11 50 50;acheres@fasthotel.com;www.fasthotel.com;100;48;48.9512635;2.0624435;48.9512635, 2.0624435
2012-07-23;2012-07-23;78;3 étoiles;COMFORT HOTEL POISSY;6 Rue Gustave Eiffel;78300;POISSY;01 39 11 62 25;comfort.poissy@bbox.fr;-;110;53;48.9476698;2.0626304;48.9476698, 2.0626304
2013-04-23;2013-04-23;78;3 étoiles;HÔTEL LE PARC;29 grande rue;78160;MARLY-LE-ROI;06 26 36 93 49;contact@leparcmarly.com;http://www.leparcmarly.com;35;16;48.8662088;2.0953369;48.8662088, 2.0953369
2012-12-07;2012-12-07;78;3 étoiles;HÔTEL LE CHÂTEAU DU VAL;route forestière de brancas, avenue du val;78100;SAINT-GERMAIN-EN-LAYE;01 30 86 25 00;info@chateau-du-val.org;www.chateau-du-val.org;443;35;48.9226534;2.1077827;48.9226534, 2.1077827
2012-01-20;2012-01-20;78;3 étoiles;CAMPANILE MONTESSON LE VESINET;9 RUE DU CHANT DES OISEAUX;78360;MONTESSON;01 30 71 63 34;montesson.lepecq@campanile.fr;http://campanile.com;116;55;48.9057268;2.1179891;48.9057268, 2.1179891
2012-02-08;2012-02-08;78;3 étoiles;CAMPANILE VERSAILLES BUC;Zac Du Pré Clos, Rue Clément Ader;78530;BUC;01 39 56 26 26;manager.buc@campanile.fr;http://buc@campanile.fr;103;48;48.761515;2.1200035;48.761515, 2.1200035
2013-02-03;2013-02-03;78;2 étoiles;HÔTEL D'ANGLETERRE;2 bis rue de Fontenay;78000;VERSAILLES;01 39 51 43 50;contact@hotel-angleterre-versailles.fr;http://www.hotel-angleterre-versailles.fr/;40;17;48.8013718;2.1231217;48.8013718, 2.1231217
2011-10-24;2011-10-25;95;2 étoiles;SCHE ETAP HOTEL;RN 14 ZA LA PORTE OUEST;95480;PIERRELAYE;08 92 68 31 91;h2493-re@accor.com;http://etaphotel.com;285;95;49.022751;2.141315;49.022751, 2.141315
2011-09-21;2011-04-10;92;4 étoiles;LE RELAIS DE MALMAISON;93 BLD FRANKLIN ROOSEVELT;92500;RUEIL MALMAISON;01 47 32 01 33;contact@relaismalmaison.fr;http://www.relaismalmaison.fr;300;60;48.8801975;2.1668642;48.8801975, 2.1668642
2011-03-22;2011-03-25;92;4 étoiles;SUITE NOVOTEL PARIS RUEIL MALMAISON;17 RUE FRANCOIS JACOB;92500;RUEIL MALMAISON;01 47 52 22 62;H3326-GM@accor.com;http://www.suitenovotel.com/fr/home/index.shtml;282;101;48.8903811;2.1744115;48.8903811, 2.1744115
2011-06-14;2011-06-16;78;3 étoiles;HOTEL IBIS JOUY-EN-JOSAS;Domaine de la Cour Roland;78350;JOUY-EN-JOSAS;01 39 46 55 44;H1687-gm@accor.com;http://ibishotel.com;136;62;48.777432;2.1783207;48.777432, 2.1783207
2012-06-29;2012-06-29;92;2 étoiles;HÔTEL DES ARTS;3 BOULEVARD du MARéCHAL JOFFRE;92500;RUEIL-MALMAISON;01 47 52 15 00;contact@hoteldesartsrueil.fr;http://www.hoteldesartsrueil.fr;61;32;48.8794452;2.183413;48.8794452, 2.183413
2012-08-22;2012-08-22;91;2 étoiles;HÔTEL D 'ORSAY;2 rue François Leroux;91400;ORSAY;01 64 86 17 47;hotel.orsay@orange.fr;hotel-orsay.com;100;53;48.7040689;2.1888542;48.7040689, 2.1888542
2011-10-25;2011-02-11;91;1 étoile;HÔTEL F1;RUE RIO SOLADO;91940;LES ULIS;08 91 70 52 71;H2259-RE@ACCOR.COM;http://WWW.ACCORHOTELS.COM;126;50;48.6795081;2.1987052;48.6795081, 2.1987052
2010-12-23;2011-01-26;78;4 étoiles;MERCURE PARIS-VÉLIZY;22, avenue de l'europe;78140;VÉLIZY-VILLACOUBLAY;01 39 46 96 98;mercurevelizy@alliance-hospitality.com;http://mercure.com;614;182;48.7789537;2.2146815;48.7789537, 2.2146815
2012-04-30;2012-03-05;95;3 étoiles;CAMPANILE DE TAVERNY;LES PORTES DE TAVERNY;95150;TAVERNY;01 30 40 10 85;manager.taverny@campanile.fr;http://www.campanile-taverny.fr;154;77;49.015145;2.218401;49.015145, 2.218401
2011-02-14;2011-02-18;92;4 étoiles;NOVOTEL PARIS PONT DE SEVRES;11 / 13 GRANDE RUE;92310;SEVRES;01 46 23 20 00;h1979-gm@accor.com;http://www.novotel.com;1025;131;48.826858;2.2212303;48.826858, 2.2212303
2010-11-22;2011-03-24;78;4 étoiles;SUITE NOVOTEL PARIS VELIZY;1 Ter rue du Petit Clamart;78140;VÉLIZY-VILLACOUBLAY;01 40 83 75 15;H3327@accor.com;http://www.suitenovotel.com;250;125;48.7818907;2.225933;48.7818907, 2.225933
2012-06-26;2012-06-26;92;3 étoiles;HÔTEL FOREST HILL MEUDON VÉLIZY;40 Avenue de Lattre de Tassigny;92190;MEUDON;01 46 30 22 55;jolivat@foresthill.tm.fr;www.foresthill-hotels.com;749;157;48.7846073;2.2260004;48.7846073, 2.2260004
2011-09-19;2011-09-26;92;4 étoiles;HOTEL KYRIAD PRESTIGE;20-22 rue des abondances;92100;BOULOGNE-BILLANCOURT;01 48 25 80 80;manager.boulogne@kyriadprestige.fr;http://kyriad-prestige-paris-ouest-boulogne.fr;150;75;48.8439099;2.2299082;48.8439099, 2.2299082
2011-03-18;2011-03-22;92;4 étoiles;NOVOTEL SURESNES;7 RUE DU PORT AUX VINS;92150;SURESNES;01 40 99 00 00;h1143-gm@accor.com;https://www.novotel.com/1143;224;112;48.8703183;2.2299349;48.8703183, 2.2299349
2012-04-30;2012-03-05;95;3 étoiles;CAMPANILE CHANTILLY SUD LUZARCHES;54, RUE DE PARIS;95270;CHAUMONTEL;01 34 09 90 90;manager.chaumontel.luzarches@campanile.fr;http://www.campanile.fr;120;45;49.0228302;2.2337634;49.0228302, 2.2337634
2012-11-07;2012-11-07;92;4 étoiles;COURTYARD BY MARRIOTT PARIS BOULOGNE;114 ROUTE DE LA REINE;92100;BOULOGNE-BILLANCOURT;01 81 89 06 80;alexa.uzzan@hotels-res.com;www.courtyardparisboulogne.fr;250;113;48.8401208;2.2357118;48.8401208, 2.2357118
2011-03-15;2011-03-17;92;5 étoiles;PULLMAN PARIS LA DEFENSE;Défense 6 - 11 avenue de l'Arche;92081;PARIS LA DÉFENSE CEDEX;01 47 17 50 00;h3013-am@accor.com;http://www.pullmanhotels.com;1500;384;48.8952481;2.2389664;48.8952481, 2.2389664
2009-09-30;2010-02-04;92;5 étoiles;SOFITEL PARIS LA DÉFENSE;34 Cours Michelet;92060;PARIS LA DÉFENSE CEDEX;01 47 76 44 43;contact@sofitel.com;http://www.sofitel.com/fr/hotel-0912-sofitel-paris-la-defense/index.shtml;;135;48.8884606;2.2474159;48.8884606, 2.2474159
2011-12-13;2011-12-15;92;2 étoiles;ETAP HOTEL MEUDON;3 BIS RUE DE PARIS;92190;MEUDON;08 92 70 20 43;lamiahoga@gmail.com;http://www.etaphotel.com/;253;86;48.817413;2.2486844;48.817413, 2.2486844
2012-12-07;2012-12-07;92;3 étoiles;HÔTEL LE CHATEAUBRIAND;418 avenue de la division leclerc;92290;CHÂTENAY-MALABRY;01 46 29 98 20;chateaubriand@hotel-chateaubriand.com;http://www.hotel-chateaubriand.com;503;72;48.7672539;2.2537542;48.7672539, 2.2537542
2012-06-03;2012-06-26;92;2 étoiles;HÔTEL ETAP HOTEL COURBEVOIE;37 quai du président Paul Doumer;92400;COURBEVOIE;08 92 68 32 51;H3583-RE@accor.com;http://www.etaphotel.com;399;161;48.8931469;2.2596527;48.8931469, 2.2596527
2012-04-01;2012-09-01;92;4 étoiles;HOTEL PARIS NEUILLY;1 Avenue de Madrid;92200;NEUILLY-SUR-SEINE;01 47 47 14 67;adjoint@hotel-paris-neuilly.com;http://www.hotel-paris-neuilly.com;160;80;48.8844839;2.2604887;48.8844839, 2.2604887
2011-02-12;2011-12-30;75;3 étoiles;HOTEL POUSSIN;52 RUE POUSSIN;75016;PARIS;01 46 51 30 46;hotel.poussin@wanadoo.fr;http://www.hotelpoussin.com;27;27;48.8485006;2.2612518;48.8485006, 2.2612518
2012-06-28;2012-06-28;75;3 étoiles;BEST WESTERN EIFFEL AUTEUIL;11 RUE CLAUDE TERRASSE;75016;PARIS;01 45 25 30 30;pugolini@paris-honotel.com;http://www.book-your-hotel.com;90;51;48.8394149;2.2631727;48.8394149, 2.2631727
2012-07-30;2012-07-30;92;2 étoiles;HÔTEL DU TROSY;41 RUE PAUL VAILLANT COUTURIER;92140;CLAMART;01 47 36 37 37;HOTELTROSY@AOL.COM;http://WWW HOTELDUTROSY.COM;85;40;48.8026833;2.2637611;48.8026833, 2.2637611
